Date,LYB UN Equity,SBNY UW Equity,AXP UN Equity,VZ UN Equity,AVGO UW Equity,BA UN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,ABBV UN Equity,DIS UN Equity,FLT UN Equity,EXR UN Equity,XOM UN Equity,PSX UN Equity,GE UN Equity,HPQ UN Equity,HD UN Equity,MPWR UW Equity,IBM UN Equity,JNJ UN Equity,MCD UN Equity,MRK UN Equity,MMM UN Equity,AWK UN Equity,BAC UN Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,RTX UN Equity,ADI UW Equity,WMT UN Equity,CSCO UW Equity,INTC UW Equity,GM UN Equity,MSFT UW Equity,DG UN Equity,CI UN Equity,KMI UN Equity,C UN Equity,AIG UN Equity,MO UN Equity,HCA UN Equity,UAA UN Equity,IP UN Equity,HPE UN Equity,ABT UN Equity,AFL UN Equity,APD UN Equity,RCL UN Equity,HES UN Equity,ADM UN Equity,ADP UW Equity,VRSK UW Equity,AZO UN Equity,AVY UN Equity,ENPH UQ Equity,MSCI UN Equity,BLL UN Equity,CDAY UN Equity,CARR UN Equity,BK UN Equity,OTIS UN Equity,BAX UN Equity,BDX UN Equity,BRK/B UN Equity,BBY UN Equity,BSX UN Equity,BMY UN Equity,FBHS UN Equity,BF/B UN Equity,CTRA UN Equity,CPB UN Equity,HLT UN Equity,CCL UN Equity,QRVO UW Equity,LUMN UN Equity,UDR UN Equity,CLX UN Equity,PAYC UN Equity,CMS UN Equity,NWL UW Equity,CL UN Equity,EPAM UN Equity,CMA UN Equity,IPGP UW Equity,CAG UN Equity,ED UN Equity,GLW UN Equity,CMI UN Equity,CZR UW Equity,DHR UN Equity,TGT UN Equity,DE UN Equity,D UN Equity,DOV UN Equity,LNT UW Equity,DUK UN Equity,REG UW Equity,ETN UN Equity,ECL UN Equity,PKI UN Equity,EMR UN Equity,EOG UN Equity,AON UN Equity,ETR UN Equity,EFX UN Equity,IQV UN Equity,IT UN Equity,FDX UN Equity,FMC UN Equity,BRO UN Equity,F UN Equity,NEE UN Equity,BEN UN Equity,GRMN UN Equity,FCX UN Equity,DXCM UW Equity,GD UN Equity,GIS UN Equity,GPC UN Equity,ATO UN Equity,GWW UN Equity,HAL UN Equity,LHX UN Equity,PEAK UN Equity,CTLT UN Equity,FTV UN Equity,HSY UN Equity,SYF UN Equity,HRL UN Equity,AJG UN Equity,MDLZ UW Equity,CNP UN Equity,HUM UN Equity,WTW UW Equity,ITW UN Equity,CDW UW Equity,TT UN Equity,IPG UN Equity,IFF UN Equity,J UN Equity,GNRC UN Equity,NXPI UW Equity,K UN Equity,BR UN Equity,KMB UN Equity,KIM UN Equity,ORCL UN Equity,KR UN Equity,LEN UN Equity,LLY UN Equity,BBWI UN Equity,CHTR UW Equity,LNC UN Equity,L UN Equity,LOW UN Equity,IEX UN Equity,MMC UN Equity,MAS UN Equity,SPGI UN Equity,MDT UN Equity,VTRS UW Equity,CVS UN Equity,DD UN Equity,MU UW Equity,MSI UN Equity,CBOE UF Equity,LH UN Equity,NEM UN Equity,NKE UN Equity,NI UN Equity,NSC UN Equity,PFG UW Equity,ES UN Equity,NOC UN Equity,WFC UN Equity,NUE UN Equity,PVH UN Equity,OXY UN Equity,OMC UN Equity,OKE UN Equity,RJF UN Equity,PH UN Equity,ROL UN Equity,PPL UN Equity,COP UN Equity,PHM UN Equity,PNW UN Equity,PNC UN Equity,PPG UN Equity,PGR UN Equity,PEG UN Equity,RHI UN Equity,EIX UN Equity,SLB UN Equity,SCHW UN Equity,SHW UN Equity,WST UN Equity,SJM UN Equity,SNA UN Equity,AME UN Equity,SO UN Equity,TFC UN Equity,LUV UN Equity,WRB UN Equity,SWK UN Equity,PSA UN Equity,ANET UN Equity,SYY UN Equity,CTVA UN Equity,TXN UW Equity,TXT UN Equity,TMO UN Equity,TJX UN Equity,GL UN Equity,JCI UN Equity,ULTA UW Equity,UNP UN Equity,KEYS UN Equity,UNH UN Equity,MRO UN Equity,BIO UN Equity,VTR UN Equity,VFC UN Equity,VNO UN Equity,VMC UN Equity,WY UN Equity,WHR UN Equity,WMB UN Equity,CEG UW Equity,WEC UN Equity,ADBE UW Equity,AES UN Equity,AMGN UW Equity,AAPL UW Equity,ADSK UW Equity,CTAS UW Equity,CMCSA UW Equity,TAP UN Equity,KLAC UW Equity,MAR UW Equity,MKC UN Equity,PCAR UW Equity,COST UW Equity,FRC UN Equity,SYK UN Equity,TSN UN Equity,LW UN Equity,AMAT UW Equity,AAL UW Equity,CAH UN Equity,CERN UW Equity,CINF UW Equity,PARA UW Equity,DHI UN Equity,EA UW Equity,EXPD UW Equity,FAST UW Equity,MTB UN Equity,XEL UW Equity,FISV UW Equity,FITB UW Equity,GILD UW Equity,HAS UW Equity,HBAN UW Equity,WELL UN Equity,BIIB UW Equity,NTRS UW Equity,PKG UN Equity,PAYX UW Equity,QCOM UW Equity,ROP UN Equity,ROST UW Equity,IDXX UW Equity,SBUX UW Equity,KEY UN Equity,FOXA UW Equity,FOX UW Equity,STT UN Equity,NCLH UN Equity,USB UN Equity,AOS UN Equity,NLOK UW Equity,TROW UW Equity,WM UN Equity,STZ UN Equity,XRAY UW Equity,ZION UW Equity,ALK UN Equity,IVZ UN Equity,LIN UN Equity,INTU UW Equity,MS UN Equity,MCHP UW Equity,CB UN Equity,HOLX UW Equity,CFG UN Equity,ORLY UW Equity,ALL UN Equity,EQR UN Equity,BWA UN Equity,OGN UN Equity,HST UW Equity,INCY UW Equity,SPG UN Equity,EMN UN Equity,TWTR UN Equity,AVB UN Equity,PRU UN Equity,UPS UN Equity,WBA UW Equity,STE UN Equity,MCK UN Equity,LMT UN Equity,ABC UN Equity,COF UN Equity,WAT UN Equity,NDSN UW Equity,DLTR UW Equity,DRI UN Equity,MTCH UW Equity,DPZ UN Equity,NVR UN Equity,NTAP UW Equity,CTXS UW Equity,DXC UN Equity,ODFL UW Equity,DVA UN Equity,HIG UN Equity,IRM UN Equity,EL UN Equity,CDNS UW Equity,TYL UN Equity,UHS UN Equity,SWKS UW Equity,DGX UN Equity,ATVI UW Equity,ROK UN Equity,KHC UW Equity,AMT UN Equity,REGN UW Equity,AMZN UW Equity,JKHY UW Equity,RL UN Equity,BXP UN Equity,APH UN Equity,HWM UN Equity,PXD UN Equity,VLO UN Equity,SNPS UW Equity,ETSY UW Equity,CHRW UW Equity,ACN UN Equity,TDG UN Equity,YUM UN Equity,PLD UN Equity,FE UN Equity,VRSN UW Equity,PWR UN Equity,HSIC UW Equity,AEE UN Equity,ANSS UW Equity,FDS UN Equity,NVDA UW Equity,SEE UN Equity,CTSH UW Equity,SIVB UW Equity,ISRG UW Equity,TTWO UW Equity,RSG UN Equity,EBAY UW Equity,GS UN Equity,SBAC UW Equity,SRE UN Equity,MCO UN Equity,BKNG UW Equity,FFIV UW Equity,AKAM UW Equity,CRL UN Equity,MKTX UW Equity,DVN UN Equity,TECH UW Equity,GOOGL UW Equity,TFX UN Equity,ALLE UN Equity,NFLX UW Equity,A UN Equity,TRMB UW Equity,ANTM UN Equity,CME UW Equity,JNPR UN Equity,BLK UN Equity,DTE UN Equity,CE UN Equity,NDAQ UW Equity,PM UN Equity,IR UN Equity,CRM UN Equity,HII UN Equity,MET UN Equity,UA UN Equity,TPR UN Equity,CSX UW Equity,EW UN Equity,AMP UN Equity,ZBRA UW Equity,ZBH UN Equity,CPT UN Equity,CBRE UN Equity,MA UN Equity,KMX UN Equity,ICE UN Equity,FIS UN Equity,CMG UN Equity,WYNN UW Equity,LYV UN Equity,AIZ UN Equity,NRG UN Equity,MNST UW Equity,RF UN Equity,BKR UW Equity,MOS UN Equity,EXPE UW Equity,EVRG UN Equity,DISCA UW Equity,CF UN Equity,APA UW Equity,LDOS UN Equity,GOOG UW Equity,COO UN Equity,TEL UN Equity,DFS UN Equity,V UN Equity,MAA UN Equity,XYL UN Equity,MPC UN Equity,AMD UW Equity,TSCO UW Equity,RMD UN Equity,MTD UN Equity,CPRT UW Equity,FTNT UW Equity,ALB UN Equity,MRNA UW Equity,ESS UN Equity,O UN Equity,WRK UN Equity,WAB UN Equity,POOL UW Equity,WDC UW Equity,PEP UW Equity,FANG UW Equity,NOW UN Equity,CHD UN Equity,DRE UN Equity,FRT UN Equity,MGM UN Equity,AEP UW Equity,SEDG UW Equity,PTC UW Equity,JBHT UW Equity,LRCX UW Equity,MHK UN Equity,PNR UN Equity,VRTX UW Equity,AMCR UN Equity,FB UW Equity,TMUS UW Equity,URI UN Equity,ARE UN Equity,HON UW Equity,ABMD UW Equity,DAL UN Equity,UAL UW Equity,STX UW Equity,NWS UW Equity,CNC UN Equity,MLM UN Equity,TER UW Equity,PYPL UW Equity,TSLA UW Equity,DISH UW Equity,PENN UW Equity,DOW UN Equity,RE UN Equity,TDY UN Equity,NWSA UW Equity,EXC UW Equity,GPN UN Equity,CCI UN Equity,APTV UN Equity,AAP UN Equity,ALGN UW Equity,ILMN UW Equity,LKQ UW Equity,NLSN UN Equity,ZTS UN Equity,DLR UN Equity,EQIX UW Equity,MOH UN Equity,LVS UN Equity,DISCK UW Equity
7-03-2018,109.38,156.92,95.64,48.84,247.05,347.04,151.51,114.73,113.84,43.82,114.72,103.59,205.16,86.19,74.26,94.22,111.582,24.04,178.58,119.37,151.2216,129.04,152.38,51.9386,235.57,80.18,32.18,34.0598,79.16,36.91,138.88,77.224,92.74,87.74,44.2,51.32,37.74,93.86,89.39,194.25,16.05,73.92,57.31,64.07,101.31,17.38,52.0788,19.15,61.29,44.385,164.53,123.53,46.48,43.03,115.18,104.13,656.77,115.79,3.92,148.3,40.74,#N/A N/A,#N/A N/A,56.9,#N/A N/A,67.02,213.609,204.3,73.64,27.59,66.1,61.79,52.89,25.41,43.08,79.2,66.01,83.32,17.88,34.15,130.55,107.5,42.49,#N/A N/A,69.68,116.66,101.17,242.76,37.77,74.48,29.34,159.25,35.25,100.82,71.43,157.9,72.89,80.3224,#N/A N/A,75.25,#N/A N/A,81.03,132.8,77,69.59,100.87,142.49,76.76,121.12,101.93,122.96,241.68,71.7452,26.275,10.63,38.2625,39.31,#N/A N/A,18.12,60.84,226.28,51.06,91.66,79.46,271.26,45.83,155.76,22.63,40.95,65.1875,99.88,36.3,33.17,69.55,43.58,26.71,273.29,158.85,163,74.58,67.671,23.46,139.32,60.19,45.45,123.78,69.3,106.07,111.76,15.21,51.72,26.23,59.29,77.44,35.5359,338.67,76.04,50.94,86.11,142.05,83.8,41.27,189.7,81.13,42.49,67.51,99.8383,53.97,108.84,118.79,171.45,37.7,64.17,22.95,140.72,61.58,56.29,346.82,56.6,69.48,140.49,65.19,74.11,56.71,64,176.39,23.2044,27.62,54.07,29.62,75.43,159.64,115.02,58.42,46.38,59.87,59.11,66.23,55.43,135.933,88.93,128.72,158.95,76.52,43.67,55.02,57.57,31.3911,156.63,198.01,72.895,60.13,#N/A N/A,108.56,58.52,212.16,41.315,84.84,37.07,201.07,131.11,52.61,227.27,14.8,265.63,51.22,69.1817,67.64,119.09,34.28,158.6,27.46,#N/A N/A,59.66,216.86,10.8,187.53,43.758,137.7,172.19,36.12,78.26,117.45,138.98,54.595,69.07,187.36,98.37,162.99,74.53,56.31,59.42,54.11,70.04,65.04,75.72,#N/A N/A,43.45,127.17,63.04,28.32,195.19,42.72,72.53,33.68,79.99,94.22,16.28,53.97,284.54,107.62,117.99,64.82,62.49,279.39,75.4,194.42,57.03,21.97,#N/A N/A,#N/A N/A,105.35,55.5,53.66,64.02,27.24,113.09,85.3,223.91,56.43,56.93,64,33.34,155.1,170.66,56.88,47.785,140.64,38.64,45.44,242.78,93.39,57.83,48.85,#N/A N/A,#N/A N/A,91.7,155.92,106.16,35.76,158.11,107.31,109.21,69.5,92.76,151.75,342.2,95.6,97.63,207.5,137.66,89.25,93.39,#N/A N/A,222.96,2989.02,63.35,94.36,88.5703,94.6867,72.19,54.27,32.71,143.55,39.37,211.35,126.2,111.54,104.36,74.07,182.1,67.46,140,334.41,1545,122.21,106.97,122.74,45.13,20.5364,170.17,92.04,86.74,26.09,90.01,158.55,287.02,81.41,61.92,31.59,117.93,35.17,52.624,53.58,165.37,208.04,60.46,43.81,83.25,266.43,143.487,110.94,67.87,43.93,265.35,158.77,108.56,166.76,2122.93,153.32,69.99,111.14,212.48,30.95,144.29,1115.04,257.65,83.93,321.16,69.7,38.46,231.86,168.58,25.87,547.43,85.0168,107.35,83.95,106.89,31.82,125.33,259.55,47.05,15.5,50.69,18.75,45.923,155.74,143.98,117.3849,79.5,46.88,179.21,60.72,73.24,98.57,319.95,168.41,43.89,89.08,29.38,55.55,19.87,#N/A N/A,27.28,111.35,49.33,23.935,41.91,#N/A N/A,66.64,1109.64,246.23,102.17,76.63,121.85,86.7,76.38,67.68,12.24,63.78,96.65,611.54,49.53,52.47,100.05,#N/A N/A,231.48,49.2422,66.2,83.03,146.14,95.27,109.84,126.27,173.06,49.96,25.19,117.28,34.86,#N/A N/A,51.65,79.63,118.9,211.74,237.22,46.5499,170.17,#N/A N/A,183.71,64.4406,181.35,125.78,#N/A N/A,285.38,53.53,#N/A N/A,56.3,16.5,50.855,208.15,#N/A N/A,79.52,66.46,41.2551,26.77,#N/A N/A,255.57,189.22,16.3,#N/A N/A,114.31,107.6,89.42,116.77,262.9,241.2,39,32.7,81.76,103.06,391.38,74.75,73.04,22.39
8-03-2018,109.37,154.47,96.59,49.01,246.95,348.73,153.59,114.74,113.35,44.45,117.01,104.03,206.52,87.05,74.12,95.19,111.6589,23.95,177.94,119.87,149.2062,132.06,154.44,52.2151,236.34,80.8,32.2,34.6001,79.97,37.11,139.67,77.419,92.72,87.92,44.34,50.74,37.84,94.43,86.05,172,16.01,74.11,56.27,65.43,102.35,17.16,51.9842,18.95,61.87,44.995,167.08,124.78,46.7,43.29,116.96,104.38,654.6,115.5,3.79,150.58,41.02,#N/A N/A,#N/A N/A,55.69,#N/A N/A,67.82,217.841,205.29,73.25,27.85,66.75,61.97,53.48,24.95,43.14,79.21,66.73,84.23,17.82,34.48,132.98,109.34,42.56,#N/A N/A,71.02,118.78,100.34,243.8,37.98,75.31,29.33,159.2,35.85,101.61,69.75,161.06,72.83,80.8713,#N/A N/A,75.99,#N/A N/A,81.14,134.34,77.2,70.21,100.59,144.23,76.66,120.96,103.25,120.55,240.47,71.2772,26.285,10.61,38.5775,39.52,#N/A N/A,17.87,60.2,226.65,51.7,90.52,79.82,274.7,46.01,155.74,22.86,42.05,65.522,99.65,36.84,33.5,70.05,44,27.09,269.52,159.57,166.25,73.14,67.865,23.65,139,59.61,47.01,123.7,69.64,106.78,112.05,15.14,52.13,22.98,58.66,78.89,33.6366,341.19,76.4,51.26,86.16,142.83,84.44,41.45,192.5,82.21,42.01,68.36,100.4216,55.22,108.47,119.88,172.8,37.66,65.11,23.08,140.44,61.37,56.87,346.36,56.72,67.63,140.26,62.96,73.51,56.6,64.1733,181.16,23.2133,27.77,53.57,29.52,75.97,159.49,115.4,59.02,46.83,59.66,59.56,66.74,55.91,134.783,89.66,129.67,154.77,77.25,43.41,55.02,58.37,31.3333,156.92,199.81,73.4425,60.48,#N/A N/A,109.49,59.05,211.7,41.33,85.62,37.63,206.54,132.28,52.59,224.73,14.83,265.84,50.52,68.5228,67.62,119.18,34.47,158.78,27.15,#N/A N/A,60.28,216.4,10.84,187.16,44.235,137.29,172.23,36.88,80.55,117,139.35,54.81,68.16,185.69,98.03,163.35,74.97,56.67,59.37,54.79,70.42,63.66,75.26,#N/A N/A,43.59,128.82,63.51,28.26,194.69,43.13,73.05,33.67,80.07,93.38,16.16,53.57,284.69,107.77,116.68,65.39,61.82,279.69,75.22,197.45,57.47,21.81,#N/A N/A,#N/A N/A,106.18,55.45,53.94,64.54,27.63,114.17,85.24,227.7,56.95,56.1,64.8,33.9,157.88,171.47,56.96,47.67,141.91,38.66,45.22,242.34,94.33,58.27,49.85,#N/A N/A,#N/A N/A,92.42,156.28,105.9,34.85,159.5,107.49,108.8,68.97,93.45,153.98,341.78,96.24,98.15,208.96,137.7,91.32,93.62,#N/A N/A,222.78,3001.73,63.88,94.57,89.2363,95.0067,72.6,54.36,32.71,144.39,39.3,211.11,127.27,111.44,104.64,76.81,183.85,66.99,142.74,340.78,1551.86,122.39,105.23,122.31,45.29,20.6865,167.68,93.31,88.64,26.38,89.6,158.5,286.01,82.42,62.38,31.8,118.35,35.17,52.624,53.86,168,207.95,60.295,43.8,83.22,265.16,144.12,113.58,68.2,43.68,266.34,164.21,109.79,168.37,2150.08,147.06,75.08,111.92,216.73,32.39,143.94,1129.38,261.41,84.76,317,69.85,38.3,228.79,168.44,26.04,553.39,85.4252,106.76,84.86,109,32.37,126.36,260.95,46.84,15.29,51.96,18.75,46.083,156.41,141.4,116.6185,81.32,46.98,179.25,60.76,74.3,99.28,321.86,179.11,44.51,88.36,29.6,56.83,19.76,#N/A N/A,27.29,110.33,49.55,23.96,40.89,#N/A N/A,67.91,1126,248.58,102.83,77.1,122.22,87.03,77.19,69.03,11.97,64.41,97.61,606.88,49.1,54.09,99.28,#N/A N/A,234.15,48.9807,66.05,82.4,144.86,97.22,112.08,125.2,172.99,50.98,25.44,117.19,35.91,#N/A N/A,52.075,80.3,118.7,212.74,240.08,47.1879,171.88,#N/A N/A,182.34,64.9397,183.36,125.64,#N/A N/A,288.6,54.64,#N/A N/A,58.88,16.4,50.14,207.01,#N/A N/A,79.87,65.82,41.2153,26.42,#N/A N/A,257.31,190.83,16.22,#N/A N/A,114.53,110.24,89.7,115.75,268.18,243.52,38.79,32.79,82.54,103.72,389.42,74.75,76.62,22.46
9-03-2018,112.28,157.49,99.05,49.01,253.78,354.52,158.25,118.04,117.22,44.82,119.29,104.73,209.4,88.19,74.56,95.91,114.8887,24.65,182.16,124.87,152.1672,133.8,157.24,52.5774,241.35,81.36,32.72,34.8561,80.29,37.05,142.3,79.076,94.73,88.72,45.37,52.19,37.84,96.54,86.94,173.36,16.33,76.11,56.57,65.65,103.9,17.05,52.3061,19.16,63.6,45.84,171.1,126.62,48.46,43.3,118.83,105.84,659.4,117.33,3.87,153.12,41.81,#N/A N/A,#N/A N/A,57.23,#N/A N/A,68.89,220.453,212.94,73.82,28.54,67.92,63.52,55.05,25.52,43.61,81.47,67.47,85.51,17.94,35.24,131.57,109.96,42.86,#N/A N/A,71.24,122.52,102.21,249.28,38.06,75.24,29.93,162.37,37.65,103.74,70.49,167.93,72.87,82.8892,#N/A N/A,76.13,#N/A N/A,83.14,134.91,79.22,72.27,102.8,148.03,76.78,124.92,105.6,122.81,247.12,72.4038,26.815,10.73,38.7025,40.46,#N/A N/A,18.43,60.13,229.95,51.45,92.62,80.23,280.43,46.99,157.72,22.6,42.93,67.119,100.36,37.28,33.76,72.63,44.27,27.13,272.5,164.14,170.3,74.38,69.5329,23.93,141.01,60.8,47.61,123.68,70.25,108.35,111.94,14.48,52.97,24.08,59.79,79.61,34.1539,347.59,78.71,51.72,87.28,147.45,85.87,42.48,194.96,83.15,42.51,69.27,102.7692,54.59,109.09,124.54,175.75,37.71,66.3,22.96,145.53,63.05,57.24,349.64,58.23,67.16,143.07,63.67,73.73,57.31,65.8333,186.58,23.4978,27.54,55.06,30.04,76.38,162.45,117.65,60.37,47.05,60.51,59.38,68.78,57.7,140.387,92.04,129.92,153.38,78.79,43.76,56.03,59.7,31.9956,159.98,199.96,73.7875,61.28,#N/A N/A,111.53,60.4,217.89,41.335,87.34,38.54,205.92,137.28,54.07,225.43,15.22,274.11,49.69,69.2664,68.21,121.2,34.86,164.06,28,#N/A N/A,60.55,221.11,10.85,191.1,44.995,139.36,178.3,37.13,81.09,121.15,143.29,55.27,69.07,188.58,98.78,166.41,75.69,57.33,61.61,56.07,71.16,64.91,77.04,#N/A N/A,43.8,128.49,64.74,28.985,196.81,43.28,74.115,34.21,80.72,91.46,16.5,53.56,286.1,110.7,119.86,66.52,63.03,285.04,77.01,203.17,58.46,22.15,#N/A N/A,#N/A N/A,109.83,57.15,55.28,66.49,27.85,117.6,87.21,230.34,57.67,57.04,64.8,34.52,160.09,177.17,58.67,49.485,144,39.57,46.26,250.51,96.03,59.51,51.56,#N/A N/A,#N/A N/A,94.23,156.57,109.29,35.35,161.42,110.3,110.38,70.6,95.2,155.79,340.49,99,100.79,212.7,139.98,92.7,94.81,#N/A N/A,230.26,3056.98,65.26,95.51,92.3068,98.3933,72.46,56.13,33.25,145.05,39.68,212.2,126.66,113.56,106.99,78.22,189.13,67.23,143.58,341.7,1578.89,123.93,105.84,123.62,46.22,21.0118,171.53,94.32,89.73,27.93,91.74,161.51,292,82.95,63.69,32.65,120.46,35.99,53.643,53.99,171.18,213.61,61.3325,44.65,84.71,270.72,146.82,116.61,68.9,43.81,270.77,166.49,109.08,170.05,2170.61,147.48,76.07,114.82,218.88,32.72,146.36,1160.84,269.26,87.21,331.44,71.13,39.45,232.8,171.42,26.43,577.18,85.5358,108.55,86.53,108.3,33,127.41,264.03,47.84,15.18,52.49,19.3333,46.44,161.11,141.18,117.2491,82.54,47.59,183.24,62.43,75.73,100.77,322.16,188.89,45.05,90.81,29.75,58.06,20.11,#N/A N/A,28.25,112.22,49.75,24.19,41.5,#N/A N/A,69.42,1160.04,251.43,105.75,78.42,124.51,89.36,79.48,70.22,11.7,65.34,99.68,616,50.11,54.44,101.76,#N/A N/A,237.52,49.2615,67.07,83.59,146.14,99.55,112.54,128.94,172.76,50.59,25.76,116.32,36.79,#N/A N/A,52.45,80.72,121.8,224.95,245,48.2287,176.26,#N/A N/A,185.23,65.1294,189.4,125.98,#N/A N/A,294.52,56.09,#N/A N/A,60.19,16.8,51.33,209.18,#N/A N/A,80.71,65.434,40.5977,27.25,#N/A N/A,262.62,194.28,16.47,#N/A N/A,117.22,110.99,92.27,118.86,271.74,250.12,39.64,33.41,84.52,103.14,395.16,75.49,76.47,22.49
12-03-2018,111.14,157.22,97.67,48.8,262.84,344.19,154.5,117.66,116.79,44.53,118.3,105.17,208.69,87.56,75.24,94.99,116.1191,23.83,179.71,125.51,153.0746,132.63,157.74,52.7872,239.8,82.2,32.84,34.7044,79.86,37.36,141.49,77.561,95.53,88.07,45.55,51.52,37.83,96.77,88.61,167.31,16.55,76.02,56.61,65.77,103.56,17.18,52.0599,19.07,63.62,45.415,170.88,125.26,48.65,44.53,117.53,104.86,653.26,116.52,4.05,154.05,41.65,#N/A N/A,#N/A N/A,56.44,#N/A N/A,68.5,219.849,211.82,72.05,28.54,67.45,62.76,54.42,25.52,43.59,81.13,67.36,86.39,18.02,35.32,130.37,110.2,43.09,#N/A N/A,71.08,124.9,100.82,254.72,38.05,75.69,29.84,160.06,37.15,103.4,70.67,164.03,72.97,81.9287,#N/A N/A,76.55,#N/A N/A,81.53,136.78,78.78,71.42,100.65,146.31,77.23,124.87,105.93,124.08,246.54,72.6897,26.665,10.81,38.5975,39.83,#N/A N/A,18.56,64.09,224.64,51.97,92.37,81.13,279.74,46.92,158.02,23.12,43.49,65.6641,101,36.98,33.7,71.71,44.39,27.43,268.21,162.96,169.2,75.32,68.3304,23.73,142.05,60.43,46.68,123.62,69.83,108.57,113.06,14.69,52.9,23.99,60.43,79.04,34.065,359.22,78.41,51.51,87.68,146.7,84.91,42.47,195.96,83.3,42.78,69.01,101.5029,59.37,108.85,123.82,175.61,37.98,66.82,23.14,142.56,63.05,57.06,344.72,58.02,67.69,143.32,63.89,73.45,57.59,65.4933,182.36,23.4756,27.89,54.74,30.18,76.32,162.26,116.46,59.97,47.58,59.34,60.2,68.09,57.76,138.417,92.01,130.31,151.47,78.35,43.82,55.6,59.76,32.2756,157.82,199.41,74.35,60.52,#N/A N/A,111.63,59,217.49,41.235,87.02,38.7,207.62,136.66,54.62,222.77,15.09,273.84,50.38,68.9087,68.36,120.99,35.12,163.31,28.26,#N/A N/A,60.89,220.94,10.74,189.3,45.43,138.37,176.61,36.96,80.96,122.39,141.81,55.345,67.74,189.37,98.25,167.89,75.27,57.26,60.97,56.5,72.36,64.64,75.24,#N/A N/A,44.34,128.12,64.68,28.905,194.91,43.66,73.82,34.26,81.06,90.07,16.48,54.73,279.9,109.51,120.06,66.5,62.81,282.83,76.43,204.35,59.4,21.8,#N/A N/A,#N/A N/A,108.83,56.58,55.01,66.28,27.76,117.09,86.67,230.15,58.42,56.58,65.78,34.52,161.11,177.33,58.91,50.12,143.09,38.93,46.15,249.12,94.85,59.5,50.77,#N/A N/A,#N/A N/A,94.45,156.74,110.84,35.5,161.54,109.89,108.91,70.15,95.85,157.8,333.1,100.29,100.46,212.87,139.69,94.29,94.75,#N/A N/A,227.69,3090,64.53,95.88,91.7533,98.5933,72.26,55.2,33.01,145.37,39.7,208.6,126.28,115.16,105.6,76.86,187.9,67.7,145.08,344.55,1598.39,123.41,107.48,125.56,46.33,20.7949,171.19,92.69,89.09,27.93,91.03,161.69,288,82.41,63.56,32.7,120.24,35.96,53.188,54.41,169.94,213.32,62.44,44.6,84.07,267.48,146.317,115.735,68.85,43.9,273.38,168.91,109.75,169.86,2206.09,146.78,74.97,115.2,223.15,32.82,146.69,1165.93,266.38,87.4,321.3,70.71,39.35,229.86,169.18,26.34,571.79,85.8592,107.61,85.89,107.14,32.64,126.78,258.16,47.02,15.24,52.46,19.1967,46.68,159.88,144.75,114.7267,82.73,47.67,182.54,62.5,75.67,101.23,323.76,191.79,45.48,89,29.89,58.43,19.92,#N/A N/A,27.62,114.44,49.73,24.42,41.88,#N/A N/A,69.34,1164.5,240.95,105.24,78.15,124.24,89.34,78.09,69.27,11.52,63.66,99.54,615.91,51.11,54.68,102.99,#N/A N/A,238.74,49.6295,67.05,82.89,146.02,102.86,112.75,127.41,174.43,50.56,25.73,117.32,36.77,#N/A N/A,54,80.4,120.82,228.65,247.93,47.8057,177.13,#N/A N/A,184.76,64.4306,186.63,126.03,#N/A N/A,294.74,56.16,#N/A N/A,60.21,16.85,50.15,209.72,#N/A N/A,80.6,69.102,41.1854,27.29,#N/A N/A,261.39,192.93,16.55,#N/A N/A,117.83,111.39,91.45,118.41,275.61,253.17,39.33,33.92,84.41,104.35,395.35,75.81,75.63,22.62
